acc,acc_labels,cell,cell_size,epoch,exp,f1,f1_labels,freeze_mode,loss,lr,mask_use,model,prec,prec_labels,prob,recall,recall_labels,train_mode
0.8069164265129682,"[0.7910662824207493, 0.739193083573487, 0.9394812680115274, 0.5979827089337176, 0.9668587896253602]",1.0,14.0,19.0,0.0,0.13102595797280583,"[0.0, 0.0, 0.0, 0.6551297898640291, 0.0]",0.0,0.4406706712228789,0.0001,1.0,vgg16,0.12771084337349398,"[0.0, 0.0, 0.0, 0.6385542168674698, 0.0]",0.2,0.13451776649746192,"[0.0, 0.0, 0.0, 0.6725888324873096, 0.0]",valid
0.7765263157894736,"[0.7342105263157894, 0.6973684210526315, 0.92, 0.5757894736842105, 0.9552631578947368]",1.0,14.0,20.0,0.0,0.1816954130029202,"[0.12478336221837057, 0.11402157164868992, 0.0, 0.6696721311475404, 0.0]",0.0,0.49368205423417844,0.0001,1.0,vgg16,0.23514188284009255,"[0.3025210084033613, 0.25, 0.0, 0.6231884057971014, 0.0]",0.2,0.17522083252357284,"[0.07860262008733625, 0.07385229540918163, 0.0, 0.7236492471213464, 0.0]",train
0.8020172910662824,"[0.7910662824207493, 0.739193083573487, 0.9394812680115274, 0.5734870317002881, 0.9668587896253602]",1.0,14.0,20.0,0.0,0.14487895716945987,"[0.0, 0.0, 0.0, 0.7243947858472993, 0.0]",0.0,0.4324614828010257,0.0001,1.0,vgg16,0.11441176470588235,"[0.0, 0.0, 0.0, 0.5720588235294117, 0.0]",0.2,0.19746192893401016,"[0.0, 0.0, 0.0, 0.9873096446700508, 0.0]",valid
0.7703157894736842,"[0.7236842105263158, 0.6973684210526315, 0.9194736842105263, 0.5552631578947368, 0.9557894736842105]",1.0,14.0,21.0,0.0,0.19378567534147306,"[0.13793103448275826, 0.11674347158218092, 0.037735849056603654, 0.6532622076323342, 0.023255813953488184]",0.0,0.4949150392883702,0.0001,1.0,vgg16,0.31023056618803624,"[0.2781456953642384, 0.25333333333333335, 0.29999999999999993, 0.6085626911314985, 0.11111111111111109]",0.2,0.18114426340285913,"[0.09170305676855896, 0.07584830339321358, 0.020134228187919462, 0.7050487156775908, 0.012987012987012988]",train
0.8060518731988473,"[0.7910662824207493, 0.7276657060518732, 0.9394812680115274, 0.6051873198847262, 0.9668587896253602]",1.0,14.0,21.0,0.0,0.13731580942752417,"[0.0, 0.020725388601036152, 0.0, 0.6658536585365847, 0.0]",0.0,0.45329185248278886,0.0001,1.0,vgg16,0.16150234741784036,"[0.0, 0.16666666666666663, 0.0, 0.6408450704225352, 0.0]",0.2,0.1407886249544269,"[0.0, 0.011049723756906077, 0.0, 0.6928934010152284, 0.0]",valid
0.7765263157894736,"[0.7315789473684211, 0.7052631578947368, 0.9184210526315789, 0.57, 0.9573684210526315]",1.0,14.0,22.0,0.0,0.19365151041836365,"[0.14141414141414108, 0.1222570532915357, 0.012738853503184617, 0.6677511183407884, 0.02409638554216854]",0.0,0.4965504194168668,0.0001,1.0,vgg16,0.30049099240157073,"[0.3088235294117647, 0.2846715328467153, 0.12499999999999997, 0.6172932330827068, 0.16666666666666663]",0.2,0.1832875992040752,"[0.09170305676855896, 0.07784431137724551, 0.006711409395973154, 0.7271922054915855, 0.012987012987012988]",train
0.8060518731988473,"[0.7910662824207493, 0.739193083573487, 0.9380403458213257, 0.5951008645533141, 0.9668587896253602]",1.0,14.0,22.0,0.0,0.13317479191438752,"[0.0, 0.0, 0.0, 0.6658739595719376, 0.0]",0.0,0.4366702358070895,0.0001,1.0,vgg16,0.12527964205816555,"[0.0, 0.0, 0.0, 0.6263982102908278, 0.0]",0.2,0.14213197969543148,"[0.0, 0.0, 0.0, 0.7106598984771574, 0.0]",valid
0.7716842105263158,"[0.7321052631578947, 0.6878947368421052, 0.9189473684210526, 0.56, 0.9594736842105264]",1.0,14.0,23.0,0.0,0.18291944935221588,"[0.1328790459965925, 0.10015174506828492, 0.0, 0.6562499999999994, 0.025316455696202486]",0.0,0.49336959131454167,0.0001,1.0,vgg16,0.3247238376329075,"[0.3023255813953488, 0.2088607594936709, 0.0, 0.612432847275518, 0.4999999999999998]",0.2,0.174165661950145,"[0.0851528384279476, 0.0658682634730539, 0.0, 0.7068201948627104, 0.012987012987012988]",train
0.8008645533141211,"[0.7910662824207493, 0.739193083573487, 0.9394812680115274, 0.5677233429394812, 0.9668587896253602]",1.0,14.0,23.0,0.0,0.14350282485875693,"[0.0, 0.0, 0.0, 0.7175141242937847, 0.0]",0.0,0.4315775600697497,0.0001,1.0,vgg16,0.11407185628742515,"[0.0, 0.0, 0.0, 0.5703592814371258, 0.0]",0.2,0.1934010152284264,"[0.0, 0.0, 0.0, 0.9670050761421319, 0.0]",valid
0.7769473684210526,"[0.7347368421052631, 0.7015789473684211, 0.92, 0.5710526315789474, 0.9573684210526315]",1.0,14.0,24.0,0.0,0.18749553966707866,"[0.14285714285714252, 0.12364760432766579, 0.0, 0.670972951150585, 0.0]",0.0,0.49030897429114895,0.0001,1.0,vgg16,0.2427036737093239,"[0.3230769230769231, 0.273972602739726, 0.0, 0.6164688427299704, 0.0]",0.2,0.18151859550940394,"[0.09170305676855896, 0.07984031936127745, 0.0, 0.7360496014171833, 0.0]",train
0.8048991354466859,"[0.7910662824207493, 0.739193083573487, 0.9380403458213257, 0.5922190201729106, 0.9639769452449568]",1.0,14.0,24.0,0.0,0.10972886762360437,"[0.0, 0.0, 0.0, 0.5486443381180218, 0.0]",0.0,0.45194879903210156,0.0001,1.0,vgg16,0.1476394849785408,"[0.0, 0.0, 0.0, 0.7381974248927039, 0.0]",0.2,0.08730964467005076,"[0.0, 0.0, 0.0, 0.4365482233502538, 0.0]",valid
0.772421052631579,"[0.7231578947368421, 0.7136842105263158, 0.9205263157894736, 0.5478947368421052, 0.9568421052631579]",1.0,14.0,25.0,0.0,0.1811978728584472,"[0.13486842105263122, 0.1111111111111108, 0.01307189542483655, 0.6469379367036575, 0.0]",0.0,0.4993400673725103,0.0001,1.0,vgg16,0.28663344940032054,"[0.2733333333333333, 0.3063063063063063, 0.24999999999999994, 0.6035276073619632, 0.0]",0.2,0.17223447817052667,"[0.08951965065502183, 0.06786427145708583, 0.006711409395973154, 0.6970770593445527, 0.0]",train
0.8008645533141211,"[0.7910662824207493, 0.739193083573487, 0.9394812680115274, 0.5677233429394812, 0.9668587896253602]",1.0,14.0,25.0,0.0,0.15531045751633973,"[0.05228758169934631, 0.0, 0.0, 0.7242647058823524, 0.0]",0.0,0.44424329708806043,0.0001,1.0,vgg16,0.21354466858789625,"[0.4999999999999999, 0.0, 0.0, 0.5677233429394812, 0.0]",0.2,0.20551724137931035,"[0.027586206896551724, 0.0, 0.0, 1.0, 0.0]",valid
0.776,"[0.7321052631578947, 0.71, 0.9163157894736842, 0.5652631578947368, 0.9563157894736842]",1.0,14.0,26.0,0.0,0.18405000490087317,"[0.14453781512605005, 0.1098546042003228, 0.0, 0.665857605177993, 0.0]",0.0,0.492594830731028,0.0001,1.0,vgg16,0.24296227090695025,"[0.31386861313868614, 0.288135593220339, 0.0, 0.612807148175726, 0.0]",0.2,0.1781428838031774,"[0.09388646288209607, 0.06786427145708583, 0.0, 0.728963684676705, 0.0]",train
0.7994236311239193,"[0.7910662824207493, 0.739193083573487, 0.9394812680115274, 0.5605187319884726, 0.9668587896253602]",1.0,14.0,26.0,0.0,0.09428076256499122,"[0.0, 0.0, 0.0, 0.47140381282495614, 0.0]",0.0,0.43898757884828304,0.0001,1.0,vgg16,0.14863387978142079,"[0.0, 0.0, 0.0, 0.7431693989071039, 0.0]",0.2,0.06903553299492385,"[0.0, 0.0, 0.0, 0.34517766497461927, 0.0]",valid
